id,clio_id_display,author_display,author_vern_display,author_facet,format,isbn_display,language_facet,database_restrictions_display,material_type_display,lc_callnum_display,full_publisher_display,location_call_number_id_display,published_display,published_vern_display,title_display,title_vern_display,subject_topic_facet,subject_geo_facet,subject_era_facet,subtitle_display,subtitle_vern_display,url_fulltext_display,url_munged_display,url_suppl_display
7200493,7200493,"Sullivan\, Neil J.\, 1948-",,,"Books,Online",,English,Access restricted by licensing agreement.,"xv\, 225 p.",,"New York ; Oxford : Oxford University Press\, 2001.",Yale Internet Resource >> Online Resource|DELIM|7727935,,,The diamond in the Bronx,,"Yankee Stadium (New York\, N.Y.),History,Baseball,Political aspects","New York (State),New York",,Yankee Stadium and the politics of New York,,,http://site.ebrary.com/lib/yale/Doc?id=10085313~|Z|~Online book,
9258194,9258194,,,,Video,"783,118,554,978,078,000,000,000,000,000,000,000,000,000,000","English,Spanish",,1 videodisc (59 min.),,"[New York?] : HBO Home Video\, c2000.","FILM STUDY CENTER\, DVD >>  videodvd 1992|DELIM|9619117",,,When it was a game 2,,"Major League Baseball (Organization),History,Baseball",United States,,,,,,
6834306,6834306,"Rothenberg\, Susan Gluck",,,Books,"18,809,771,259,781,800,000,000",English,,145 p.,,"Gambier\, Ohio : XOXOX Press\, 2006.",LSF - Request for delivery to any Yale Library >>  E185.97.W618 A3X 2006 (LC)|DELIM|7411530,,,To be a man,,"Wilson\, Johnnie,African Americans,African American baseball players,Baseball players,Negro leagues,African American stevedores,Stevedores,Oral history","United States,California,San Francisco,Bunkie (La.),San Francisco (Calif.)",,"Johnnie Wilson\, Jr. : an oral history",,,Table of contents only~|Z|~http://www.loc.gov/catdir/toc/ecip0617/2006023087.html,
7699211,7699211,United States. Congress. House. Committee on Government Reform,,,Books,160770904,English,,"iii\, 247 p.",,"Washington : U.S. G.P.O. : For sale by the Supt. of Docs.\, U.S. G.P.O.\, 2006.",LSF - Request for delivery to any Yale Library >>  Y 4.G 74/7:N 19|DELIM|8173113,,,Out at home,,"Washington Nationals (Baseball team),Comcast Corporation,Cable television,Television broadcasting of sports,Baseball,Economic aspects",Washington Metropolitan Area,,"why most Nats fans can't see their team on TV : hearing before the Committee on Government Reform\, House of Representatives\, One Hundred Ninth Congress\, second session\, April 7\, 2006",,,http://purl.access.gpo.gov/GPO/LPS74639,
11358958,11358958,"DeLillo\, Don",,,"Audio,Online","97,807,435,899,010,700,000,000",English,Access restricted by licensing agreement.,,,"[New York] : Simon & Schuster Audio\, 1997.",Yale Internet Resource >> Online Resource|DELIM|11508626,,,Underworld,,"World Series (Baseball),Public relations,Fathers and sons,Women artists,Ex-convicts,Executives,Baseballs,Cold War",New York (N.Y.),,,,,"Online Audiobook~|Z|~http://yale.lib.overdrive.com/ContentDetails.htm?ID=7C61CCE8-7AD0-4669-9991-A8286100381D,Audio sample (wma)~|Z|~http://excerpts.contentreserve.com/FormatType-25/0439-1/090247-Underworld.wma",
8157703,8157703,,,,Video,,English,,1 videodisc (ca. 150 min.),,"[Kyoto\, Japan] : Graduate School of American Studies\, Doshisha University ; [Urbana\, Ill.] : Distributed by the Asian Educational Media Service\, University of Illinois at Urbana-Champaign\, [2003]","SML\, Stacks\, LC Classification >>  E169.12 .O5 2003 (LC)|DELIM|8563093",,,On another playground,,"Popular culture,Hello Kitty (Fictitious character),Food habits,Sushi,Baseball,Japanese influences,Civilization","United States,Japan",,Japanese popular culture in America,,,,
11475502,11475502,United States. Congress. House. Committee on Government Reform,,,"Books,Online",,English,Access restricted by licensing agreement.,"iii\, 247 p.",,"Washington : U.S. G.P.O. : For sale by the Supt. of Docs.\, U.S. G.P.O.\, 2006.",Yale Internet Resource >> Online Resource|DELIM|11615785,,,Out at home,,"Comcast Corporation,Washington Nationals (Baseball team),Baseball,Cable television,Television broadcasting of sports,Economic aspects",Washington Metropolitan Area,,"why most Nats fans can't see their team on TV : hearing before the Committee on Government Reform\, House of Representatives\, One Hundred Ninth Congress\, second session\, April 7\, 2006",,,http://congressional.proquest.com/congcomp/getdoc?HEARING-ID=HRG-2006-HGR-0105~|Z|~Online resource,
11767874,11767874,"Swyers\, Holly",,,"Books,Online",9.78025E+12,English,Access restricted by licensing agreement.,"1 online resource (xix\, 179 p. :)",,"Urbana\, Ill. : University of Illinois Press\, c2010. (Baltimore\, Md. : Project MUSE\, 2013)",Yale Internet Resource >> Online Resource|DELIM|11886656,,,Wrigley regulars,,"Chicago Cubs (Baseball team),Wrigley Field (Chicago\, Ill.),Community life,Stadiums,Social aspects","Illinois,Chicago",,finding community in the bleachers,,,Online book~|Z|~http://muse.jhu.edu/books/9780252090318,
9533677,9533677,"Swyers\, Holly",,,Books,"9780252035500,025203550X,9780252077401,0252077407",English,,"xix\, 179 p.",,"Urbana\, Ill. : University of Illinois Press\, c2010.",LSF - Request for delivery to any Yale Library >>  GV417.W75 S89X 2010 (LC)|DELIM|9874140,,,Wrigley regulars,,"Wrigley Field (Chicago\, Ill.),Chicago Cubs (Baseball team),Stadiums,Community life,Social aspects","Illinois,Chicago",,finding community in the bleachers,,,,
10171728,10171728,,,,"Books,Online",,English,,1 online resource (1 sheet),,"[Washington\, D.C.] : U.S. Environmental Protection Agency\, [2006]",Yale Internet Resource >> Online Resource|DELIM|10446257,,,Paseo YMCA,,"Negro Leagues Baseball Museum,Historic buildings,Hazardous waste site remediation,Conservation and restoration","Missouri,Kansas City",,Paseo YMCA cleanup preserving history,,,http://purl.fdlp.gov/GPO/gpo15760,
8147597,8147597,"Durkin\, Shawn\, 1971-",,,Books,"97,818,970,392,431,800,000,000",English,,94 p.,,"[Toronto] : H*I*P Books\, c2007.","SML\, Linonia & Brothers Room >>  PZ7.D934248 St 2007|DELIM|8554452",,,Stealing home,,"Baseball stories,High school students,Fatherless families,Identity (Psychology) in adolescence",,,a novel,,,,
10192361,10192361,,,,Audio,,English,,1 sound disc (42 min.),,"New York : Columbia\, [1955]",LSF--Contact musiclibrary@yale.edu for use in Music Library >>  Columbia KL 5000|DELIM|10464515,,,The greatest moments in sports,,"Sports,Boxing,Football,Tennis,Baseball,Olympics,Track and field,Horse racing,History",,,actual sounds and voices,,,,
b1077629,b1077629,"Harbach\, Chad",,,Books,"97,803,161,266,940,300,000,000",English,,512 p.,,"New York : Little\, Brown and Co.\, 2011.",Law Library >> PS3608.A72513 A87 2011 |DELIM|b10776291,,,The art of fielding,,"College students,Baseball players,Interpersonal relations","Michigan\, Lake\, Region",,a novel,,,,
12443396,12443396,"Steinberg\, Steve",,,Books,"97,808,032,486,560,800,000,000",English,,"xviii\, 521 pages\, 18 unnumbered pages of plates",,"Lincoln [Nebraska] : University of Nebraska Press\, [2015]","SML\, Stacks\, LC Classification >>  GV875.N4 S74 2015 (LC)|DELIM|12591507",,,The Colonel and Hug,,"Huggins\, Miller\, 1879-1929,Ruppert\, Jacob\, 1867-1939,New York Yankees (Baseball team),History",,,the partnership that transformed the New York Yankees,,,,
3130552,3130552,"Dorsett\, Lyle W.",,,Books,080280151X,English,,"xii\, 212 p.",,"Grand Rapids\, Mich. : W.B. Eerdmans Pub. Co.\, c1991.","DIVINITY\, Stacks >>  BV3785 S8 D67 1991|DELIM|3434694",,,Billy Sunday and the redemption of urban America,,"Sunday\, Billy\, 1862-1935,Evangelists,Baseball players,Evangelistic sermons,Sermons\, American,History",United States,,,,,,
4059697,4059697,"Starrett\, Vincent\, 1886-1974",,,Books,,English,,[60] p.,,"New York : Dodd\, Mead & Company\, c1957.",LSF- BEINECKE >>  Shirley 2709|DELIM|4426892,,,The great all-star animal league ball game,,Baseball,"New York (State),New York",,,,,,
6194483,6194483,"Sturm\, James\, 1965-",,,Books,1896597459,English,,100 p.,,"Montreal : Drawn and Quarterly\, c2001.","Bass Library\, Graphic Novel Collection >>  PN6727.S78 G6 2001|DELIM|6871314",,,The golem's mighty swing,,"Baseball players,Jews,Graphic novels",United States,,,,,,
4656168,4656168,"Fromm\, Pete\, 1958-",,,Books,312209339,English,,305 p.,,"New York : Picador\, 2000.",LSF - Request for delivery to any Yale Library >>  PS3556 R5942 H69 2000|DELIM|5048522,,,How all this started,,"Manic-depressive persons,Brothers and sisters,Baseball players",Texas,,,,,,
6953668,6953668,"Eig\, Jonathan",,,Books,743245911,English,,"vii\, 420 p.\, [16] p. of plates",,"New York : Simon & Schuster\, c2005.","SML\, Stacks\, LC Classification >>  GV865.G4 E54X 2005 (LC)|DELIM|7527426",,,Luckiest man,,"Gehrig\, Lou\, 1903-1941,Baseball players,Amyotrophic lateral sclerosis,Patients",United States,,the life and death of Lou Gehrig,,,,
7052204,7052204,"Pilek\, Eugena",,,Books,743266943,English,,324 p.,,"New York : Simon & Schuster\, c2005.",LSF - Request for delivery to any Yale Library >>  PS3616.I44 C66X 2005|DELIM|7608176,,,Cooperstown,,"National Baseball Hall of Fame and Museum,Eccentrics and eccentricities",Cooperstown (N.Y.),,,,,,
7718521,7718521,"Woodbury\, Heather",,,Books,"15,843,503,779,781,500,000,000",English,,215 p.,,"Los Angeles : Semiotext(e)\, c2006.",LSF - Request for delivery to any Yale Library >>  PS3623 O66 T35 2006|DELIM|8188267,,,Tale of 2cities,,"Brooklyn Dodgers (Baseball team),City and town life","Los Angeles (Calif.),New York (N.Y.)",,an American joyride on multiple tracks,,,,
9041443,9041443,"Sortillón Valenzuela\, Manuel de Jesús",,,Books,,Spanish,,177 p.,,"[Culiacán] : Consejo Ciudadano para el Desarrollo Cultural Municipal de Culiacán\, 2008.","SML\, Stacks\, LC Classification >>  GV863.16.S55 S67 2008 (LC)|DELIM|9429006",,,Historia de la Liga de la Costa del Pacífico,,"Liga de la Costa del Pacífico (Mexico),History,Baseball","Mexico,Sinaloa (State)",,época de ídolos y pasión por el béisbol,,,,
11361642,11361642,"Cobb\, Herschel",,,Books,"97,817,704,113,021,700,000,000",English,,"xi\, 279 p.",,"[Toronto] : ECW Press\, c2013.","SML\, Stacks\, LC Classification >>  GV865.C6 C63 2013 (LC)|DELIM|11511080",,,Heart of a tiger,,"Cobb\, Ty\, 1886-1961,Cobb\, Herschel,Family,Baseball players,Grandparent and child",United States,,"growing up with my grandfather\, Ty Cobb",,,,
12276495,12276495,"Coleman\, Reed Farrel\, 1956-",,,Books,"97,803,991,694,580,300,000,000",English,,339 pages,,"New York : G.P. Putnam's Sons\, [2014]","SML\, Stacks\, LC Classification >>  PS3553.O47445 R63X 2014 (LC)|DELIM|12444691",,,Robert B. Parker's Blind spot,,"Stone\, Jesse (Fictitious character),Police chiefs,Baseball players,Reunions,Rich people,Crimes against",,,,,,,
2979846,2979846,"Ruck\, Rob\, 1950-",,,Books,252013220,English,,"xiii\, 238 p.\, [14] p. of plates",,"Urbana : University of Illinois Press\, c1987.","SML\, Stacks\, LC Classification >>  GV584.5 P57 R83 1987 (LC)|DELIM|3270621",,,Sandlot seasons,,"Sports,African American athletes,African American baseball players,History","Pennsylvania,Pittsburgh",,sport in Black Pittsburgh,,,,
1184093,1184093,"Camp\, Walter\, 1859-1925",,,Books,,English,,"xiii\, 329 p.",,"New York : Century\, 1893.","BEINECKE (Non-Circulating) >>  Za C15 893W|DELIM|1325355,SML\, Manuscripts and Archives (Non-Circulating) >> |DELIM|1325356",,,Walter Camp's book of college sports,,"College sports,Football,Baseball,Track and field,Rowing",United States,,,,,,
3580861,3580861,,,,Books,,English,,"xiii\, 206 p.",,"New York : C. N. Potter\, c1967.",LSF - Request for delivery to any Yale Library >>  gx 465mm|DELIM|3921136,,,The annotated Casey at the bat,,"Casey\, Brian Kavanagh\, 1859-1946,Thayer\, Ernest Lawrence\, 1863-1940,Casey at the bat,Baseball",,,a collection of ballads about   the mighty Casey,,,,
6457603,6457603,"Bogen\, Gil\, 1925-",,,Books,786416815,English,,"x\, 262 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2003.",LSF - Request for delivery to any Yale Library >>  GV865.A1 B59X 2003 (LC)|DELIM|7102130,,,"Tinker\, Evers\, and Chance",,"Tinker\, Joe\, 1880-1948,Evers\, Johnny,Chance\, Frank L. (Frank Leroy)\, 1877-1924,Baseball players",United States,,a triple biography,,,,
4725498,4725498,"Voigt\, David Quentin",,,Books,810833093,English,,"xiv\, 322 p.",,"Lanham\, Md. : Scarecrow Press\, 1998.",LSF - Request for delivery to any Yale Library >>  GV875 N18 V65X 1998 (LC)|DELIM|5119916,,,The league that failed,,"National Association of Professional Base Ball Players (U.S.),History,Baseball",United States,,,,,,
7801432,7801432,"Wendel\, Tim",,,Books,"97,808,032,595,770,800,000,000",English,,"x\, 286 p.",,"Lincoln : University of Nebraska Press\, 2006.","SML\, Linonia & Brothers Room >>  PS3572.E512 C37X 2006|DELIM|8260529",,,Castro's curveball,,"Castro\, Fidel\, 1926-,Influence,Fathers and daughters,Americans,Baseball players",Cuba,,,,,"Contributor biographical information~|Z|~http://www.loc.gov/catdir/enhancements/fy0702/2006006827-b.html,Publisher description~|Z|~http://www.loc.gov/catdir/enhancements/fy0702/2006006827-d.html",
7813548,7813548,"Walsh\, John Evangelist\, 1927-",,,Books,"97,815,856,789,381,500,000,000",English,,220 p.,,"Woodstock\, NY : Overlook Press\, 2007.","SML\, Stacks\, LC Classification >>  PS3014.T3 Z96X 2007|DELIM|8270817",,,The night Casey was born,,"Thayer\, Ernest Lawrence\, 1863-1940,Casey at the bat,Ballads\, English,Baseball in literature,History and criticism",United States,,"the true story behind the great American ballad ""Casey at the bat""",,,,
5147244,5147244,United States. Congress. House. Committee on Education and Labor. Subcommittee on Labor-Management Relations,,,Books,160465257,English,,"iii\, 122 p.",,"Washington : U.S. G.P.O. : For sale by the U.S. G.P.O.\, Supt. of Docs.\, Congressional Sales Office\, 1995.",LSF - Request for delivery to any Yale Library >>  Y 4.ED 8/1:103-108|DELIM|5547048,,,"The impact on collective bargaining of the antitrust exemption; H.R. 5095\, Major League Play Ball of 1995",,"Collective bargaining,Arbitration\, Industrial,Labor laws and legislation,Antitrust law,Baseball",United States,,"hearing before the Subcommittee on Labor-Management Relations of the Committee on Education and Labor\, House of Representatives\, One Hundred Third Congress\, second session\, hearing held in Washington\, DC\, September 29\, 1994",,,,
8157764,8157764,"Shaw\, Mary\, 1965-",,,Books,"97,818,971,691,001,800,000,000",English,,1 v. (unpaged),,"Waterloo\, Ont. : Brady Brady Inc.\, 2007.","SML\, Linonia & Brothers Room >>  PZ7.S534253 Brab 2007|DELIM|8563138",,,Brady Brady and the ballpark bark,,"Brady Brady (Fictitious character),Baseball stories,Problem solving,Dogs",,,,,,,
11319153,11319153,"Ehrgott\, Roberts\, 1951-",,,Books,"9780803264786,080326478X",English,,"ix\, 485 p.\, [16] p. of plates",,"Lincoln : University of Nebraska Press\, c2013.","SML\, Stacks\, LC Classification >>  GV875.C6 E37X 2013 (LC)|DELIM|11471574",,,Mr. Wrigley's ball club,,"Chicago Cubs (Baseball team),History,Socail life  and customs",Chicago (Ill.),,Chicago & the Cubs during the jazz age,,,,
11342601,11342601,"Swyers\, Holly",,,"Books,Online",,English,Access restricted by licensing agreement.,"xix\, 179 p.",,"Urbana : University of Illinois Press\, c2010.",Yale Internet Resource >> Online Resource|DELIM|11493337,,,Wrigley regulars,,"Wrigley Field (Chicago\, Ill.),Chicago Cubs (Baseball team),Stadiums,Community life,Social aspects","Illinois,Chicago",,finding community in the bleachers,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10603918,
11132210,11132210,"Peverelly\, Charles A.",,,"Books,Online",,English,Access restricted by licensing agreement.,556 p.,,"New York : The author\, 1866 (New York Print. Co.)",Yale Internet Resource >> Online Resource|DELIM|11297377,,,The book of American pastimes,,"Sports,Baseball,Cricket,Rowing,Yachting,History",United States,,"containing a history of the principal base ball\, cricket\, rowing and yachting clubs of the United States",,,http://galenet.galegroup.com/servlet/Sabin?af=RN&ae=CY108087115&srchtp=a&ste=14&q=29002~|Z|~Online text,
906654,906654,"Hough\, John\, 1946-",,,Books,151720339,English,,"xii\, 300 p.",,"San Diego : Harcourt Brace Jovanovich\, c1988.",LSF - Request for delivery to any Yale Library >>  GV875 B62 H68 1988 (LC)|DELIM|1031738,,,A player for a moment,,"Hough\, John\, 1946-,Boston Red Sox (Baseball team),Fenway Park (Boston\, Mass.),Authors\, American",,,notes from Fenway Park,,,,
10837717,10837717,United States. Congress. House. Committee on the Judiciary. (1813- ),,,"Books,Online",,English,Access restricted by licensing agreement.,3:00 PM,,"Washington\, DC\, 1921",Yale Internet Resource >> Online Resource|DELIM|11029486,,,"Impeachment charges against Judge Kenesaw M. Landis. March 2\, 1921. -- Referred to the House Calendar and ordered to be printed",,"Landis\, Kenesaw Mountain,Baseball,Congressional investigations,Impeachments,Judges,Judicial ethics,Professional sports,Supplementary employment",Illinois,,,,,http://docs.newsbank.com/select/serialset/11B0ECF4DD9DF860.html~|Z|~Online text,
11551288,11551288,United States. Congress. House. Committee on the Judiciary,,,"Books,Online",,English,Access restricted by licensing agreement.,"iii\, 239 p.",,"Washington : U.S. G.P.O. : For sale by the Supt. of Docs.\, U.S. G.P.O. [Congressional Sales Office]\, 2001.",Yale Internet Resource >> Online Resource|DELIM|11687012,,,Fairness in Antitrust in National Sports (FANS) Act of 2001,,"Antitrust law,Baseball,Sports franchises,Law and legislation",United States,,"hearing before the Committee on the Judiciary\, House of Representatives\, One Hundred Seventh Congress\, first session\, on H.R. 3288\, December 6\, 2001",,,http://congressional.proquest.com/congcomp/getdoc?HEARING-ID=HRG-2001-HJH-0020~|Z|~Online resource,
11541926,11541926,United States. Congress. House. Committee on Education and Labor. Subcommittee on Labor-Management Relations,,,"Books,Online",,English,Access restricted by licensing agreement.,"iii\, 122 p.",,"Washington : U.S. G.P.O. : For sale by the U.S. G.P.O.\, Supt. of Docs.\, Congressional Sales Office\, 1995.",Yale Internet Resource >> Online Resource|DELIM|11677692,,,"The impact on collective bargaining of the antitrust exemption; H.R. 5095\, Major League Play Ball of 1995",,"Antitrust law,Arbitration\, Industrial,Collective bargaining,Labor laws and legislation,Baseball",United States,,"hearing before the Subcommittee on Labor-Management Relations of the Committee on Education and Labor\, House of Representatives\, One Hundred Third Congress\, second session\, hearing held in Washington\, DC\, September 29\, 1994",,,http://congressional.proquest.com/congcomp/getdoc?HEARING-ID=HRG-1994-EDL-0024~|Z|~Online resource,
6636781,6636781,,,,Video,1417011297,"English,French",,2 videodiscs (106 min.),,"Universal City\, CA : Universal\, [2004]","FILM STUDY CENTER\, DVD >>  videodvd 1989|DELIM|7246246",,,Field of dreams,,"Jackson\, Joe\, 1888-1951,Baseball players,Farmers,Feature films,Films for the hearing impaired",Iowa,,,,,,
9761112,9761112,"Budig\, Gene A.",,,Books,"97,809,798,420,920,900,000,000",English,,"xxvii\, 115 p.",,"Champaign\, IL : News-Gazette\, Inc.\, c2010.","SML\, Stacks\, LC Classification >>  GV865.A1 B856 2010 (LC)|DELIM|10073065",,,Clearing the bases,,"Ripken\, Cal\, 1960-,Brown\, Bobby (Robert William)\, 1924-,Brett\, George,Torre\, Joe\, 1940-,Feller\, Bob\, 1918-2010,Ilitch\, Michael\, 1929-,Springstead\, Marty (Martin John)\, 1937-,Madden\, Bill,Robinson\, Frank\, 1935-,Baseball players,Baseball managers,Baseball umpires",United States,,nine who did it with grit and class,,,,
12788110,12788110,"Finley\, Nancy",,,Books,"97,816,215,747,741,600,000,000",English,,"xvi\, 253 pages\, 8 unnumbered pages of plates",,"Washington\, DC : Regnery History\, an imprint of Regnery Publishing\, [2016]","SML\, Stacks\, LC Classification >>  GV875.O24 F56X 2016 (LC)|DELIM|12890401",,,Finley ball,,"Finley\, Charles Oscar\, 1918-1996,Finley\, Carl A.\, 1924-2002,Oakland Athletics (Baseball team),Baseball team owners,SPORTS & RECREATION,BIOGRAPHY & AUTOBIOGRAPHY,HISTORY,Baseball,History,Sports,20th Century,State & Local,West (AK\, CA\, CO\, HI\, ID\, MT\, NV\, UT\, WY)",United States,,how two outsiders turned the Oakland A's into a dynasty and changed the game forever,,,,
6735458,6735458,"Novas\, José C.\, 1948-",,,Books,,Spanish,,58 p.,,"Santo Domingo\, [República Dominicana] : Letra Gráfica\, c2004.","SML\, Stacks\, LC Classification >>  GV863.29.D65 N68 2004 (LC)|DELIM|7330782",,,La reelección juega béisbol,,"Trujillo Molina\, Rafael Leónidas\, 1891-1961,Dragones de Ciudad Trujillo (Baseball team),Political aspects,Baseball teams,Communication in politics,African American baseball players,Political psychology,Politics\, Practical,History,Politics and government","Dominican Republic,Santo Domingo",,"béisbol\, racismo y campaña en 1937",,,,
12661674,12661674,,,,Books,,English,,12 unnumbered pages,,"[Council Bluffs\, Iowa] : [Hayes Brothers]\, [1948?],Council Bluffs\, Iowa : Ainsworth Printing Co.",LSF- BEINECKE >>  2016 +4|DELIM|12771600,,,Souvenir program,,"Lanier\, Max\, 1915-2007,Max Lanier's All Stars (Baseball team),Baseball teams,Baseball players,Baseball",United States,,Max Lanier's All Stars,,,,
8703728,8703728,"Lehrer\, James",,,Books,"97,814,000,676,261,400,000,000",English,,221 p.,,"New York : Random House\, c2009.","SML\, Linonia & Brothers Room >>  PS3562.E4419 O38X 2009|DELIM|9122541",,,"Oh\, Johnny",,"Marines,Baseball players,First loves,World War\, 1939-1945,Combat,Homecoming,Life change events,Psychological aspects",Pacific Area,,a novel,,,,
8548901,8548901,"Abrams\, Brett L.\, 1960-",,,Books,"97,807,864,395,600,700,000,000",English,,"v\, 290 p.",,"Jefferson\, N.C. : McFarland\, c2009.","SML\, Stacks\, LC Classification >>  GV416.N38 A37X 2009 (LC)|DELIM|8979357",,,Capital sporting grounds,,"Nationals Park (Washington\, D.C.),Washington Nationals (Baseball team),History,Stadiums,Design and construction",Washington (D.C.),,"a history of stadium and ballpark construction in Washington\, D.C.",,,,
8244270,8244270,,,,"Books,Online",,English,Access restricted by licensing agreement.,1 reward of merit,,"[United States : s.n.\, not after 1876?]",Yale Internet Resource >> Online Resource|DELIM|8641769,,,Reward of merit. ... This is to certify that [Annette Belden] by diligence and attention meets my approbation. [FL Thompson] inst. .,,"Girls,Play,Baseball,Swings,Rope skipping,Awards",,,,,,Online database~|Z|~http://opac.newsbank.com/select/broadsides1/19498~|Z|~American Broadsides and Ephemera,
12207886,12207886,"Heymann\, C. David (Clemens David)\, 1945-2012",,,Books,"97,814,391,917,741,400,000,000",English,,"438 pages\, 8 unnumbered pages of plates",,"New York\, NY : Emily Bestler Books/Atria\, 2014.",LSF - Request for delivery to any Yale Library >>  PN2287.M69 H46X 2014 (LC)|DELIM|12382901,,,Joe and Marilyn,,"Monroe\, Marilyn\, 1926-1962,DiMaggio\, Joe\, 1914-1999,Motion picture actors and actresses,Baseball players",United States,,legends in love,,,,
9630169,9630169,"Longbrake\, Arthur",,,Notated Music,,English,,"1 score (5\, [1] p.)",,"Philadelphia : J. Morris\, c1907.",BEINECKE (Non-Circulating) >>  JWJ -V4 L86 B79|DELIM|9962782,,,Brother Noah gave out checks for rain,,"Popular music,Songs with piano,Baseball,African Americans",,,,,,,
11213182,11213182,"Harbach\, Chad",,,"Audio,Online","97,816,111,318,571,600,000,000",English,Access restricted by licensing agreement.,"1 sound file (15 hr.\, 56 min.\, 7 sec.)",,"[North Kingstown] : AudioGO\, 2012.",Yale Internet Resource >> Online Resource|DELIM|11372089,,,The art of fielding,,"College students,Baseball players,Interpersonal relations,FICTION / General",Great Lakes Region (North America),,a novel,,,"Online Audiobook~|Z|~http://yale.lib.overdrive.com/ContentDetails.htm?ID=D976A171-2277-4BAE-B615-F027DA5EE23A,Audio sample (wma)~|Z|~http://excerpts.contentreserve.com/FormatType-25/1138-1/769835-TheArtOfFielding.wma",
3399931,3399931,"Schmidt\, Ed",,,Books,,English,,"viii\, 92 p.",,"New York : Samuel French\, 1992.",LSF - Request for delivery to any Yale Library >>  PS3569 C4494 M7 1994 (LC)|DELIM|3726697,,,Mr. Rickey calls a meeting,,"Rickey\, Branch\, 1881-1965,Robinson\, Jackie\, 1919-1972,Baseball,Race relations",United States,,,,,,
6959405,6959405,"Gischler\, Victor\, 1969-",,,Books,385337256,English,,288 p.,,"New York : Delacorte Press\, c2005.","SML\, Linonia & Brothers Room >>  PS3607.I48 S85X 2005|DELIM|7532145",,,Suicide squeeze,,"DiMaggio\, Joe\, 1914-1999,Collectibles,Baseball cards,Boats and boating,Bounty hunters,Repossession,Collectors and collecting",Pensacola (Fla.),,,,,,
3580833,3580833,"Thayer\, Ernest Lawrence\, 1863-1940",,,Books,879237228,English,,31 p.,,"Boston : David R. Godine\, 1988.","BEINECKE (Non-Circulating) >>  Za T3357 888Cm|DELIM|3921104,LSF- BEINECKE >>  Shirley 2713|DELIM|3921105,LSF- BEINECKE >>  Shirley 2713|DELIM|3921106",,,Casey at the bat,,Baseball,,,,,,,
12702648,12702648,"Schmidt\, Ed. (Edward T.)",,,"Audio,Online",,English,Access restricted by licensing agreement.,"1 online resource (10 audio files (1 hr.\, 35 min.\, 50 sec.))",,"[London] : Bloomsbury\, [2015],©2015",Yale Internet Resource >> Online Resource|DELIM|12809799,,,Mr. Rickey calls a meeting,,"Robinson\, Jackie\, 1919-1972,Rickey\, Branch\, 1881-1965,Brooklyn Dodgers (Baseball team),Drama,Radio plays\, American",,,,,,Online audio~|Z|~http://dx.doi.org/10.5040/9781580814829.01,
8202652,8202652,,,,Video,,Japanese,,2 DVDs (217 min.),,"[Japan] : hatsubaimoto Shōchiku Kabushiki Kaisha Bideo Jigyōshitsu : hanbaimoto Ponī Kyanion\, 2007.","FILM STUDY CENTER\, DVD >>  videodvd 2006|DELIM|8602013",,,Deguchi no nai umi,出口のない海,"Feature films,Kaiten (Torpedoes),World War\, 1939-1945,Baseball players,Naval operations\, Japanese,Naval operations,Submarine",Japan,,,,,,
638514,638514,,,,Books,721614167,English,,"xxiv\, 374 p.",,"Philadelphia : Saunders\, 1985.",MEDICAL >>  RD557 I55 1985|DELIM|732303,,,Injuries to the throwing arm,,"Arm,Shoulder,Baseball injuries,Arm Injuries,Athletic Injuries,Sports,Sports Medicine,Wounds and injuries",,,based on the proceedings of the national conferences,,,,
597149,597149,"Walsh\, Christy\, 1891-",,,Books,,English,,"2 p. l.\, 43 p. illus. (ports.)",,"[New York\, 1937]","BEINECKE (Non-Circulating) >>  Za R876 Zz937W|DELIM|683224,LSF - Request for delivery to any Yale Library >>  Hak45 937w|DELIM|683225",,,Adios to ghosts!,,"Authorship,Baseball,Collaboration",,,,,,,
2990575,2990575,"Howe\, Steve\, 1958-2006",,,Books,940279258,English,,"ix\, 278 p.\, [8] p. of plates",,"Grand Rapids\, Mich. : Masters Press\, c1989.",LSF - Request for delivery to any Yale Library >>  GV865 H68 A3 1989 (LC)|DELIM|3281915,,,Between the lines,,"Howe\, Steve\, 1958-2006,Baseball players,Drug addicts,Cocaine abuse",United States,,one athlete's struggle to escape the nightmare of addiction,,,,
1184094,1184094,"Camp\, Walter\, 1859-1925",,,Books,,English,,"302 p.\, [4] leaves of plates",,"New York and London : D. Appleton and Company\, 1914.","BEINECKE (Non-Circulating) >>  Za C15 914|DELIM|1325357,LSF- BEINECKE >>  Shirley 2706|DELIM|1325358",,,Captain Danny,,Baseball,"England,London,New York (State),New York",,,,,,
3587501,3587501,"Barbour\, Ralph Henry\, 1870-1944",,,Books,,English,,"x\, 285\, [7] p.\, [4] leaves of plates",,"New York : D. Appleton\, 1906.",LSF- BEINECKE >>  Shirley 172|DELIM|3928125,,,Four afoot,,"Dogs,Circus,Baseball",Long Island (N.Y.),,being the adventures of the big four on the highway,,,,
